servico,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
67,B35T020D00200374,-22.84893279,-43.39687748,2026-04-26,FECHADO,2026-04-26 00:00:01.287907,2026-04-26 00:00:01.287907,1,1,1,1,1.0,1.0
TOTAL,B35T020D00200648,-22.97316475,-43.38377628,2026-04-26,ABERTO,2026-04-26 00:00:43.557466,2026-04-26 00:02:43.513079,3,3,3,3,1.0,1.0
TOGMA,B35T020D00200428,-23.01716269,-43.4774425,2026-04-26,ABERTO,2026-04-26 00:00:09.027234,2026-04-26 00:03:09.150771,4,4,4,4,1.0,1.0
TOGMA,B35T020D00200247,-23.01712608,-43.4776665,2026-04-26,ABERTO,2026-04-26 00:00:44.537807,2026-04-26 00:04:44.475498,5,4,4,4,1.0,0.8
TOSAL,B35T020D00200160,-23.00841708,-43.44356054,2026-04-26,ABERTO,2026-04-26 00:00:11.706889,2026-04-26 00:04:11.542988,5,4,4,4,1.0,0.8
TOJOC,B35T020D00200167,-23.00662344,-43.31266924,2026-04-26,ABERTO,2026-04-26 00:00:52.994543,2026-04-26 00:04:53.186559,5,4,4,4,1.0,0.8
TOJOC,B35T020D00200361,-23.00649228,-43.31265057,2026-04-26,ABERTO,2026-04-26 00:00:23.401505,2026-04-26 00:04:23.381935,5,4,4,4,1.0,0.8
TOJOC,B35T020D00200169,-23.00647258,-43.31263468,2026-04-26,ABERTO,2026-04-26 00:00:26.435739,2026-04-26 00:04:25.918754,5,4,4,4,1.0,0.8
TOTAL,B35T020D00200002,-23.00123191,-43.36598726,2026-04-26,ABERTO,2026-04-26 00:00:35.569259,2026-04-26 00:04:35.168646,5,4,4,4,1.0,0.8
TOTAL,B35T020D00200512,-23.00121354,-43.36590761,2026-04-26,ABERTO,2026-04-26 00:00:28.779433,2026-04-26 00:04:28.577418,5,4,4,4,1.0,0.8
TOAFC,B35T020D00200638,-23.00055628,-43.33465154,2026-04-26,ABERTO,2026-04-26 00:00:08.001533,2026-04-26 00:04:07.851746,5,4,4,4,1.0,0.8
TCRJ2,B35T020D00200534,-22.97328338,-43.38362695,2026-04-26,ABERTO,2026-04-26 00:00:35.32395,2026-04-26 00:04:35.227452,5,4,4,4,1.0,0.8
TLPQO,B35T020D00200196,-22.97325003,-43.39324267,2026-04-26,ABERTO,2026-04-26 00:00:36.228363,2026-04-26 00:03:36.579786,4,4,4,4,1.0,1.0
TCCME,B35T020D00200328,-22.97324981,-43.39315872,2026-04-26,ABERTO,2026-04-26 00:01:31.098023,2026-04-26 00:04:30.886142,4,4,4,4,1.0,1.0
TLPQO,B35T020D00200092,-22.97322906,-43.39318639,2026-04-26,ABERTO,2026-04-26 00:00:29.183489,2026-04-26 00:04:28.953238,5,4,4,4,1.0,0.8
28,B5AT020D00600090,-22.96653616,-43.64313874,2026-04-26,ABERTO,2026-04-26 00:00:48.099731,2026-04-26 00:03:48.083386,4,4,4,4,1.0,1.0
TOCFA,B35T020D00200323,-22.93623188,-43.66736099,2026-04-26,ABERTO,2026-04-26 00:00:36.293563,2026-04-26 00:04:36.205789,5,4,4,4,1.0,0.8
TOSEG,B35T020D00200513,-22.91686393,-43.63294714,2026-04-26,ABERTO,2026-04-26 00:00:58.875115,2026-04-26 00:04:59.217272,5,4,4,4,1.0,0.8
TOCGD,B35T020D00200078,-22.90190814,-43.55508189,2026-04-26,ABERTO,2026-04-26 00:01:35.855672,2026-04-26 00:04:35.884152,4,4,4,4,1.0,1.0
TBTIG,B35T020D00200474,-22.89849929,-43.2114918,2026-04-26,ABERTO,2026-04-26 00:00:21.617961,2026-04-26 00:04:21.443577,5,4,4,4,1.0,0.8
TBBCP,B35T020D00200209,-22.86597452,-43.24765843,2026-04-26,ABERTO,2026-04-26 00:01:05.387316,2026-04-26 00:04:05.151649,4,4,4,4,1.0,1.0
TCVCA,B35T020D00200304,-22.85322317,-43.31345336,2026-04-26,ABERTO,2026-04-26 00:00:38.508851,2026-04-26 00:04:38.162326,5,4,4,4,1.0,0.8
68,B35T020D00200374,-22.84893279,-43.39687748,2026-04-26,ABERTO,2026-04-26 00:01:01.140286,2026-04-26 00:04:01.181392,4,4,4,4,1.0,1.0
TOJOC,B35T020D00200107,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:01:07.462823,2026-04-26 00:04:07.423591,4,4,4,0,0.0,1.0
TCCUR,B35T020D00200587,0.0,0.0,2026-04-26,ABERTO,2026-04-26 00:00:56.383265,2026-04-26 00:04:56.424227,5,4,4,0,0.0,0.8
TORGC,B35T020D00200065,-23.0211081,-43.49701915,2026-04-26,ABERTO,2026-04-26 00:00:32.766711,2026-04-26 00:04:32.615743,5,5,5,5,1.0,1.0
TORGC,B35T020D00200041,-23.02110167,-43.49687305,2026-04-26,ABERTO,2026-04-26 00:00:38.243693,2026-04-26 00:04:38.018575,5,5,5,5,1.0,1.0
TONDA,B35T020D00200240,-23.02063496,-43.50055288,2026-04-26,ABERTO,2026-04-26 00:00:37.69245,2026-04-26 00:04:37.489383,5,5,5,5,1.0,1.0
TONDA,B35T020D00200248,-23.02054651,-43.50059707,2026-04-26,ABERTO,2026-04-26 00:00:33.675792,2026-04-26 00:04:33.514215,5,5,5,5,1.0,1.0
TORSH,B35T020D00200021,-23.01979859,-43.48799405,2026-04-26,ABERTO,2026-04-26 00:00:45.202754,2026-04-26 00:04:44.82527,5,5,5,5,1.0,1.0
TORSH,B35T020D00200555,-23.0196964,-43.48802948,2026-04-26,ABERTO,2026-04-26 00:00:31.361108,2026-04-26 00:04:31.075423,5,5,5,5,1.0,1.0
TORSH,B35T020D00200521,-23.01949824,-43.48643775,2026-04-26,ABERTO,2026-04-26 00:00:23.170194,2026-04-26 00:04:23.157428,5,5,5,5,1.0,1.0
TORSH,B35T020D00200053,-23.01948947,-43.48650159,2026-04-26,ABERTO,2026-04-26 00:00:40.275413,2026-04-26 00:04:40.343489,5,5,5,5,1.0,1.0
TOGNO,B35T020D00200250,-23.01857211,-43.48301263,2026-04-26,ABERTO,2026-04-26 00:00:32.217161,2026-04-26 00:04:32.231943,5,5,5,5,1.0,1.0
TOGNO,B35T020D00200324,-23.01851707,-43.48320231,2026-04-26,ABERTO,2026-04-26 00:00:06.734497,2026-04-26 00:04:06.330269,5,5,5,5,1.0,1.0
TODBS,B35T020D00205954,-23.01830181,-43.50867631,2026-04-26,ABERTO,2026-04-26 00:00:20.442962,2026-04-26 00:04:20.351954,5,5,5,5,1.0,1.0
TODBS,B35T020D00200316,-23.01825438,-43.50874433,2026-04-26,ABERTO,2026-04-26 00:00:20.794413,2026-04-26 00:04:20.613438,5,5,5,5,1.0,1.0
TOPON,B35T020D00200109,-23.0162625,-43.51649777,2026-04-26,ABERTO,2026-04-26 00:00:49.987934,2026-04-26 00:04:50.042296,5,5,5,5,1.0,1.0
TOPON,B35T020D00200064,-23.01617411,-43.51640818,2026-04-26,ABERTO,2026-04-26 00:00:45.83029,2026-04-26 00:04:45.855586,5,5,5,5,1.0,1.0
TONBA,B35T020D00200161,-23.01553091,-43.47103074,2026-04-26,ABERTO,2026-04-26 00:00:53.058997,2026-04-26 00:04:53.209956,5,5,5,5,1.0,1.0
TONBA,B35T020D00200172,-23.01552926,-43.47089165,2026-04-26,ABERTO,2026-04-26 00:00:46.780992,2026-04-26 00:04:47.009703,5,5,5,5,1.0,1.0
TOBNO,B35T020D00200194,-23.01455249,-43.46710789,2026-04-26,ABERTO,2026-04-26 00:00:38.605767,2026-04-26 00:04:38.428199,5,5,5,5,1.0,1.0
TOBNO,B35T020D00200318,-23.01446279,-43.46701907,2026-04-26,ABERTO,2026-04-26 00:00:36.934508,2026-04-26 00:04:36.957709,5,5,5,5,1.0,1.0
TOGGI,B35T020D00200511,-23.01265289,-43.45985622,2026-04-26,ABERTO,2026-04-26 00:00:44.217397,2026-04-26 00:04:44.5354,5,5,5,5,1.0,1.0
TOGGI,B35T020D00200366,-23.01265114,-43.45968346,2026-04-26,ABERTO,2026-04-26 00:00:15.629816,2026-04-26 00:04:15.183868,5,5,5,5,1.0,1.0
TOOUT,B35T020D00200124,-23.0125972,-43.45977133,2026-04-26,ABERTO,2026-04-26 00:00:37.355898,2026-04-26 00:04:37.424797,5,5,5,5,1.0,1.0
TOGGI,B35T020D00200426,-23.01225152,-43.45804942,2026-04-26,ABERTO,2026-04-26 00:00:44.654687,2026-04-26 00:04:44.844446,5,5,5,5,1.0,1.0
TOGGI,B35T020D00200055,-23.01221682,-43.45811554,2026-04-26,ABERTO,2026-04-26 00:00:10.696282,2026-04-26 00:04:10.310159,5,5,5,5,1.0,1.0
TOGUI,B35T020D00200184,-23.01094764,-43.45314022,2026-04-26,ABERTO,2026-04-26 00:00:59.443896,2026-04-26 00:04:59.790243,5,5,5,5,1.0,1.0
TOGUI,B35T020D00200278,-23.01092349,-43.45306253,2026-04-26,ABERTO,2026-04-26 00:00:13.157111,2026-04-26 00:04:13.166112,5,5,5,5,1.0,1.0
TOGFO,B35T020D00200628,-23.00970617,-43.44833232,2026-04-26,ABERTO,2026-04-26 00:00:41.075222,2026-04-26 00:04:40.923132,5,5,5,5,1.0,1.0
TOGFO,B35T020D00200501,-23.00966258,-43.44838408,2026-04-26,ABERTO,2026-04-26 00:00:28.180036,2026-04-26 00:04:28.219805,5,5,5,5,1.0,1.0
TOIGU,B35T020D00200270,-23.00932838,-43.54016001,2026-04-26,ABERTO,2026-04-26 00:00:01.450676,2026-04-26 00:04:01.242443,5,5,5,5,1.0,1.0
TOIGU,B35T020D00200130,-23.00924148,-43.54014024,2026-04-26,ABERTO,2026-04-26 00:00:00.436073,2026-04-26 00:04:00.572522,5,5,5,5,1.0,1.0
TLREC,B35T020D00200481,-23.00877506,-43.44085999,2026-04-26,ABERTO,2026-04-26 00:00:26.657131,2026-04-26 00:04:26.463114,5,5,5,5,1.0,1.0
TLREC,B35T020D00200526,-23.00873333,-43.4408602,2026-04-26,ABERTO,2026-04-26 00:00:07.446909,2026-04-26 00:04:07.583106,5,5,5,5,1.0,1.0
TLREC,B35T020D00200356,-23.00867485,-43.44091745,2026-04-26,ABERTO,2026-04-26 00:00:29.622931,2026-04-26 00:04:29.583438,5,5,5,5,1.0,1.0
TLREC,B35T020D00200622,-23.00853166,-43.4408805,2026-04-26,ABERTO,2026-04-26 00:00:48.599402,2026-04-26 00:04:48.533181,5,5,5,5,1.0,1.0
TOSAL,B35T020D00200577,-23.00847966,-43.44361592,2026-04-26,ABERTO,2026-04-26 00:00:52.244927,2026-04-26 00:04:52.399615,5,5,5,5,1.0,1.0
TLREC,B35T020D00200180,-23.0084774,-43.44094269,2026-04-26,ABERTO,2026-04-26 00:00:40.066736,2026-04-26 00:04:39.964463,5,5,5,5,1.0,1.0
TOSAL,B35T020D00200613,-23.00805784,-43.44198395,2026-04-26,ABERTO,2026-04-26 00:00:14.638605,2026-04-26 00:04:14.460667,5,5,5,5,1.0,1.0
TOSAL,B35T020D00200060,-23.00804987,-43.44195824,2026-04-26,ABERTO,2026-04-26 00:00:05.198972,2026-04-26 00:04:04.922169,5,5,5,5,1.0,1.0
TOJOC,B35T020D00200192,-23.00671276,-43.31276084,2026-04-26,ABERTO,2026-04-26 00:00:01.114874,2026-04-26 00:04:00.941794,5,5,5,5,1.0,1.0
TOJOC,B35T020D00200173,-23.00666989,-43.3127527,2026-04-26,ABERTO,2026-04-26 00:00:26.89747,2026-04-26 00:04:26.710945,5,5,5,5,1.0,1.0
TOJOC,B35T020D00200009,-23.00661199,-43.31277045,2026-04-26,ABERTO,2026-04-26 00:00:20.58226,2026-04-26 00:04:20.379888,5,5,5,5,1.0,1.0
TOPBS,B35T020D00200200,-23.00540039,-43.43150034,2026-04-26,ABERTO,2026-04-26 00:00:07.47622,2026-04-26 00:04:07.458053,5,5,5,5,1.0,1.0
TOCET,B35T020D00200156,-23.00524343,-43.55873594,2026-04-26,ABERTO,2026-04-26 00:00:10.390287,2026-04-26 00:04:10.328571,5,5,5,5,1.0,1.0
TOCET,B35T020D00200050,-23.00515352,-43.55869722,2026-04-26,ABERTO,2026-04-26 00:00:19.234204,2026-04-26 00:04:19.049883,5,5,5,5,1.0,1.0
TOBMP,B35T020D00200605,-23.00387901,-43.3226093,2026-04-26,ABERTO,2026-04-26 00:00:00.102777,2026-04-26 00:04:00.068357,5,5,5,5,1.0,1.0
TOBMP,B35T020D00200232,-23.0037763,-43.32259654,2026-04-26,ABERTO,2026-04-26 00:00:35.940218,2026-04-26 00:04:35.817069,5,5,5,5,1.0,1.0
TLCAT,B35T020D00200212,-23.00353738,-43.43377415,2026-04-26,ABERTO,2026-04-26 00:00:31.654862,2026-04-26 00:04:31.308176,5,5,5,5,1.0,1.0
TLCAT,B35T020D00200585,-23.0034586,-43.43363096,2026-04-26,ABERTO,2026-04-26 00:00:40.006805,2026-04-26 00:04:40.031276,5,5,5,5,1.0,1.0
TOBMP,B35T020D00200549,-23.00323685,-43.32433527,2026-04-26,ABERTO,2026-04-26 00:00:27.499738,2026-04-26 00:04:27.510752,5,5,5,5,1.0,1.0
TOBMP,B35T020D00200102,-23.0032176,-43.32433789,2026-04-26,ABERTO,2026-04-26 00:00:21.782165,2026-04-26 00:04:21.599053,5,5,5,5,1.0,1.0
TOPIT,B35T020D00200011,-23.00305901,-43.4243793,2026-04-26,ABERTO,2026-04-26 00:00:57.290784,2026-04-26 00:04:57.493447,5,5,5,5,1.0,1.0
TOPIT,B35T020D00200673,-23.00293029,-43.42434465,2026-04-26,ABERTO,2026-04-26 00:00:57.704381,2026-04-26 00:04:58.054458,5,5,5,5,1.0,1.0
TOPMR,B35T020D00200464,-23.00141897,-43.32878598,2026-04-26,ABERTO,2026-04-26 00:00:57.503074,2026-04-26 00:04:57.9797,5,5,5,5,1.0,1.0
TOPMR,B35T020D00200465,-23.00140532,-43.32871952,2026-04-26,ABERTO,2026-04-26 00:00:00.820224,2026-04-26 00:04:00.854427,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200178,-23.00128523,-43.36797375,2026-04-26,ABERTO,2026-04-26 00:00:08.001465,2026-04-26 00:04:08.03817,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200214,-23.00121916,-43.36802189,2026-04-26,ABERTO,2026-04-26 00:00:54.4566,2026-04-26 00:04:54.629312,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200017,-23.00121749,-43.36802877,2026-04-26,ABERTO,2026-04-26 00:00:49.371054,2026-04-26 00:04:49.377547,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200552,-23.00116175,-43.36806018,2026-04-26,ABERTO,2026-04-26 00:00:24.842459,2026-04-26 00:04:24.46093,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200574,-23.0011586,-43.36585833,2026-04-26,ABERTO,2026-04-26 00:00:26.696204,2026-04-26 00:04:26.511577,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200014,-23.00115337,-43.36458863,2026-04-26,ABERTO,2026-04-26 00:00:19.243396,2026-04-26 00:04:19.275401,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200576,-23.00112485,-43.36597778,2026-04-26,ABERTO,2026-04-26 00:00:57.608238,2026-04-26 00:04:57.733805,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200386,-23.00112379,-43.36457359,2026-04-26,ABERTO,2026-04-26 00:00:02.559556,2026-04-26 00:04:02.52657,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200408,-23.00110765,-43.36600219,2026-04-26,ABERTO,2026-04-26 00:00:01.14725,2026-04-26 00:04:01.006825,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200626,-23.001105,-43.36448611,2026-04-26,ABERTO,2026-04-26 00:00:40.788973,2026-04-26 00:04:40.670302,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200575,-23.00110392,-43.36589389,2026-04-26,ABERTO,2026-04-26 00:00:32.132026,2026-04-26 00:04:32.100439,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200459,-23.00105917,-43.36455329,2026-04-26,ABERTO,2026-04-26 00:00:30.255925,2026-04-26 00:04:30.321201,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200631,-23.001052,-43.36451063,2026-04-26,ABERTO,2026-04-26 00:00:22.316401,2026-04-26 00:04:22.372819,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200516,-23.00103447,-43.36450047,2026-04-26,ABERTO,2026-04-26 00:00:54.720983,2026-04-26 00:04:55.043579,5,5,5,5,1.0,1.0
TOINT,B35T020D00200704,-23.00094821,-43.41796674,2026-04-26,ABERTO,2026-04-26 00:00:22.382895,2026-04-26 00:04:22.192097,5,5,5,5,1.0,1.0
TOAFC,B35T020D00200540,-23.0005666,-43.33473289,2026-04-26,ABERTO,2026-04-26 00:00:02.682224,2026-04-26 00:04:02.557451,5,5,5,5,1.0,1.0
TONLB,B35T020D00200191,-23.00051444,-43.38286548,2026-04-26,ABERTO,2026-04-26 00:00:50.021037,2026-04-26 00:04:50.078067,5,5,5,5,1.0,1.0
TONLB,B35T020D00200669,-23.0004604,-43.38288556,2026-04-26,ABERTO,2026-04-26 00:00:19.056108,2026-04-26 00:04:19.031126,5,5,5,5,1.0,1.0
TOAPK,B35T020D00200216,-23.00045404,-43.38928365,2026-04-26,ABERTO,2026-04-26 00:00:52.259076,2026-04-26 00:04:52.335931,5,5,5,5,1.0,1.0
TORCM,B35T020D00200505,-23.0003958,-43.34695267,2026-04-26,ABERTO,2026-04-26 00:00:09.641364,2026-04-26 00:04:09.457509,5,5,5,5,1.0,1.0
TOAPK,B35T020D00200207,-23.00036825,-43.38912592,2026-04-26,ABERTO,2026-04-26 00:00:52.792429,2026-04-26 00:04:52.939022,5,5,5,5,1.0,1.0
TOBBA,B35T020D00200480,-23.00036441,-43.3779027,2026-04-26,ABERTO,2026-04-26 00:00:07.859225,2026-04-26 00:04:07.4823,5,5,5,5,1.0,1.0
TLTAP,B35T020D00200218,-23.00035656,-43.4301456,2026-04-26,ABERTO,2026-04-26 00:00:24.830877,2026-04-26 00:04:23.898103,5,5,5,5,1.0,1.0
TOBBA,B35T020D00200110,-23.00032847,-43.37783491,2026-04-26,ABERTO,2026-04-26 00:00:00.014076,2026-04-26 00:03:59.969177,4,3,5,5,1.0,0.75
TLTAP,B35T020D00200338,-23.00030658,-43.43013723,2026-04-26,ABERTO,2026-04-26 00:00:52.853743,2026-04-26 00:04:52.950818,5,5,5,5,1.0,1.0
TORIV,B35T020D00200525,-23.00026161,-43.34228032,2026-04-26,ABERTO,2026-04-26 00:00:55.130243,2026-04-26 00:04:55.161991,5,5,5,5,1.0,1.0
TOSMJ,B35T020D00200522,-23.00024365,-43.39825486,2026-04-26,ABERTO,2026-04-26 00:00:26.00046,2026-04-26 00:04:25.858943,5,5,5,5,1.0,1.0
TOSMJ,B35T020D00200096,-23.00021103,-43.39822013,2026-04-26,ABERTO,2026-04-26 00:00:22.571453,2026-04-26 00:04:22.534727,5,5,5,5,1.0,1.0
TORCM,B35T020D00200507,-23.00018994,-43.34714885,2026-04-26,ABERTO,2026-04-26 00:00:03.155157,2026-04-26 00:04:02.996106,5,5,5,5,1.0,1.0
TOPQR,B35T020D00200034,-23.00012418,-43.35295198,2026-04-26,ABERTO,2026-04-26 00:00:13.025305,2026-04-26 00:04:12.979189,5,5,5,5,1.0,1.0
TOPQR,B35T020D00200527,-23.00011714,-43.3527472,2026-04-26,ABERTO,2026-04-26 00:00:55.822446,2026-04-26 00:04:56.002119,5,5,5,5,1.0,1.0
TOBSE,B35T020D00200536,-23.00007419,-43.35991326,2026-04-26,ABERTO,2026-04-26 00:00:42.06198,2026-04-26 00:04:41.67166,5,5,5,5,1.0,1.0
TOGOL,B35T020D00200589,-23.00004517,-43.4119346,2026-04-26,ABERTO,2026-04-26 00:00:06.320964,2026-04-26 00:04:06.099773,5,5,5,5,1.0,1.0
TOBSE,B35T020D00200641,-23.00002765,-43.35993955,2026-04-26,ABERTO,2026-04-26 00:00:48.238786,2026-04-26 00:04:48.465607,5,5,5,5,1.0,1.0
TOBSE,B35T020D00210073,-23.00000508,-43.36025488,2026-04-26,ABERTO,2026-04-26 00:00:23.121673,2026-04-26 00:04:22.978773,5,5,5,5,1.0,1.0
TOBSP,B35T020D00200636,-22.99997325,-43.36097097,2026-04-26,ABERTO,2026-04-26 00:00:24.185099,2026-04-26 00:04:24.210044,5,5,5,5,1.0,1.0
TOGOL,B35T020D00200412,-22.99996599,-43.41200271,2026-04-26,ABERTO,2026-04-26 00:00:48.0406,2026-04-26 00:04:47.993152,5,5,5,5,1.0,1.0
TOBSP,B35T020D00200116,-22.99994224,-43.36104805,2026-04-26,ABERTO,2026-04-26 00:00:15.700393,2026-04-26 00:04:15.675137,5,5,5,5,1.0,1.0
TORMA,B35T020D00200554,-22.9999389,-43.40738463,2026-04-26,ABERTO,2026-04-26 00:00:50.014401,2026-04-26 00:04:50.020244,5,5,5,5,1.0,1.0
TORMA,B35T020D00200594,-22.99993737,-43.40745433,2026-04-26,ABERTO,2026-04-26 00:00:05.93907,2026-04-26 00:04:05.932902,5,5,5,5,1.0,1.0
TOBSP,B35T020D00200016,-22.99990829,-43.36101277,2026-04-26,ABERTO,2026-04-26 00:00:58.562069,2026-04-26 00:04:58.746605,5,5,5,5,1.0,1.0
TOEMB,B35T020D00200019,-22.99948757,-43.58272943,2026-04-26,ABERTO,2026-04-26 00:00:08.591773,2026-04-26 00:04:08.412666,5,5,5,5,1.0,1.0
TOTAL,B35T020D00200568,-22.99906992,-43.36603432,2026-04-26,ABERTO,2026-04-26 00:00:09.314471,2026-04-26 00:04:09.123256,5,5,5,5,1.0,1.0
TCLJO,B35T020D00200604,-22.99500738,-43.36590761,2026-04-26,ABERTO,2026-04-26 00:00:54.902175,2026-04-26 00:04:55.115477,5,5,5,5,1.0,1.0
TCLJO,B35T020D00200493,-22.99498603,-43.36589799,2026-04-26,ABERTO,2026-04-26 00:00:48.383362,2026-04-26 00:04:48.560377,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200431,-22.99396811,-43.59676038,2026-04-26,ABERTO,2026-04-26 00:00:26.796537,2026-04-26 00:04:26.612263,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200402,-22.99393237,-43.5965715,2026-04-26,ABERTO,2026-04-26 00:00:17.61745,2026-04-26 00:04:17.43237,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200183,-22.99389724,-43.5965588,2026-04-26,ABERTO,2026-04-26 00:00:34.998878,2026-04-26 00:04:35.023012,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200158,-22.99379338,-43.59694879,2026-04-26,ABERTO,2026-04-26 00:00:40.998417,2026-04-26 00:04:41.232061,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200066,-22.99375239,-43.59684364,2026-04-26,ABERTO,2026-04-26 00:00:54.789087,2026-04-26 00:04:54.978444,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200492,-22.993733,-43.59679899,2026-04-26,ABERTO,2026-04-26 00:00:56.147869,2026-04-26 00:04:56.255528,5,5,5,5,1.0,1.0
TOMAT,B35T020D00200440,-22.99372703,-43.59683313,2026-04-26,ABERTO,2026-04-26 00:00:06.401717,2026-04-26 00:04:06.319589,5,5,5,5,1.0,1.0
TCAJA,B35T020D00200312,-22.9893863,-43.36578629,2026-04-26,ABERTO,2026-04-26 00:00:25.997829,2026-04-26 00:04:27.114817,5,5,5,5,1.0,1.0
TLILP,B35T020D00200514,-22.98934844,-43.41733444,2026-04-26,ABERTO,2026-04-26 00:00:59.376935,2026-04-26 00:04:59.563765,5,5,5,5,1.0,1.0
TCAJA,B35T020D00200498,-22.98930948,-43.36580316,2026-04-26,ABERTO,2026-04-26 00:00:46.593124,2026-04-26 00:04:46.666897,5,5,5,5,1.0,1.0
TLILP,B35T020D00200689,-22.98930347,-43.41731558,2026-04-26,ABERTO,2026-04-26 00:00:07.296656,2026-04-26 00:04:07.138866,5,5,5,5,1.0,1.0
TCVPA,B35T020D00200672,-22.98431133,-43.36578377,2026-04-26,ABERTO,2026-04-26 00:00:48.751381,2026-04-26 00:04:48.710062,5,5,5,5,1.0,1.0
TCVPA,B35T020D00200132,-22.98431111,-43.36577672,2026-04-26,ABERTO,2026-04-26 00:00:50.322156,2026-04-26 00:04:50.510155,5,5,5,5,1.0,1.0
TLOLO,B35T020D00200210,-22.98159047,-43.41001948,2026-04-26,ABERTO,2026-04-26 00:00:46.816714,2026-04-26 00:04:47.176989,5,5,5,5,1.0,1.0
TLOLO,B35T020D00200013,-22.98128718,-43.40978969,2026-04-26,ABERTO,2026-04-26 00:00:53.399384,2026-04-26 00:04:53.599514,5,5,5,5,1.0,1.0
28,B5AT020D00600098,-22.97936491,-43.68162448,2026-04-26,ABERTO,2026-04-26 00:00:45.059152,2026-04-26 00:04:45.109002,5,5,5,5,1.0,1.0
28,B35T020D00200087,-22.97760531,-43.68030592,2026-04-26,ABERTO,2026-04-26 00:00:42.583523,2026-04-26 00:04:42.664949,5,5,5,5,1.0,1.0
TLRIC,B35T020D00200208,-22.97725038,-43.40678985,2026-04-26,ABERTO,2026-04-26 00:00:54.601076,2026-04-26 00:04:54.767305,5,5,5,5,1.0,1.0
TLRIC,B35T020D00200457,-22.97720368,-43.4068216,2026-04-26,ABERTO,2026-04-26 00:00:36.557854,2026-04-26 00:04:36.175003,5,5,5,5,1.0,1.0
TLCEO,B35T020D00200170,-22.97393786,-43.4006,2026-04-26,ABERTO,2026-04-26 00:00:52.877003,2026-04-26 00:04:53.093523,5,5,5,5,1.0,1.0
TLCEO,B35T020D00200570,-22.9735837,-43.40073529,2026-04-26,ABERTO,2026-04-26 00:00:38.798455,2026-04-26 00:04:38.45028,5,5,5,5,1.0,1.0
TLCEO,B35T020D00200168,-22.97350401,-43.40072131,2026-04-26,ABERTO,2026-04-26 00:00:54.487323,2026-04-26 00:04:54.677415,5,5,5,5,1.0,1.0
TCCME,B35T020D00200674,-22.97346757,-43.36604817,2026-04-26,ABERTO,2026-04-26 00:00:15.255579,2026-04-26 00:04:15.107601,5,5,5,5,1.0,1.0
TCCME,B35T020D00200211,-22.97343204,-43.36606455,2026-04-26,ABERTO,2026-04-26 00:00:51.614715,2026-04-26 00:04:51.66216,5,5,5,5,1.0,1.0
TCHSA,B35T020D00200309,-22.97337242,-43.37696411,2026-04-26,ABERTO,2026-04-26 00:00:56.749304,2026-04-26 00:04:57.107668,5,5,5,5,1.0,1.0
TCHSA,B35T020D00200262,-22.97335101,-43.3771078,2026-04-26,ABERTO,2026-04-26 00:00:34.741199,2026-04-26 00:04:34.634716,5,5,5,5,1.0,1.0
TCRJ2,B35T020D00200277,-22.97321354,-43.38203941,2026-04-26,ABERTO,2026-04-26 00:00:08.152728,2026-04-26 00:04:08.007222,5,5,5,5,1.0,1.0
TCRJ2,B35T020D00200569,-22.97319929,-43.38369359,2026-04-26,ABERTO,2026-04-26 00:00:25.729361,2026-04-26 00:04:25.598974,5,5,5,5,1.0,1.0
TCRJ2,B35T020D00200310,-22.97318781,-43.38202764,2026-04-26,ABERTO,2026-04-26 00:00:21.725242,2026-04-26 00:04:21.289579,5,5,5,5,1.0,1.0
TLCEO,B35T020D00200600,-22.9720507,-43.400903,2026-04-26,ABERTO,2026-04-26 00:00:33.253102,2026-04-26 00:04:33.014238,5,5,5,5,1.0,1.0
TOMAG,B35T020D00200046,-22.96877083,-43.62249664,2026-04-26,ABERTO,2026-04-26 00:00:10.705157,2026-04-26 00:04:10.382015,5,5,5,5,1.0,1.0
