operadora,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
TRANSPORTES PARANAPUAN S.A.,B35T020D00201078,-22.81560387,-43.18747635,2026-04-26,FECHADO,2026-04-26 00:00:58.016998,2026-04-26 00:04:58.096605,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201455,-22.81443392,-43.18771325,2026-04-26,FECHADO,2026-04-26 00:00:39.518552,2026-04-26 00:04:39.309631,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205049,-22.81545954,-43.18750419,2026-04-26,FECHADO,2026-04-26 00:00:57.788655,2026-04-26 00:04:58.19515,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204841,-22.81470546,-43.18801488,2026-04-26,FECHADO,2026-04-26 00:00:16.75785,2026-04-26 00:04:16.531416,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205013,-22.8146977,-43.18774144,2026-04-26,FECHADO,2026-04-26 00:00:33.411915,2026-04-26 00:04:32.975288,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205417,-22.81510848,-43.18711949,2026-04-26,FECHADO,2026-04-26 00:00:21.435303,2026-04-26 00:04:21.033745,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205484,-22.81546276,-43.18687085,2026-04-26,FECHADO,2026-04-26 00:00:57.765168,2026-04-26 00:04:58.147788,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200143,-22.81543894,-43.18759483,2026-04-26,FECHADO,2026-04-26 00:00:38.355355,2026-04-26 00:04:38.3324,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203636,-22.81518063,-43.18688928,2026-04-26,FECHADO,2026-04-26 00:00:34.85491,2026-04-26 00:04:34.451073,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207098,-22.81569474,-43.1874318,2026-04-26,FECHADO,2026-04-26 00:00:42.771342,2026-04-26 00:04:43.218313,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202196,-22.8151818,-43.18722082,2026-04-26,FECHADO,2026-04-26 00:00:41.97708,2026-04-26 00:04:41.895312,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203000,-22.81554225,-43.18719101,2026-04-26,FECHADO,2026-04-26 00:00:44.466141,2026-04-26 00:04:44.149737,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201457,-22.81473986,-43.18709732,2026-04-26,FECHADO,2026-04-26 00:00:39.727914,2026-04-26 00:04:39.717711,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205923,-22.81474116,-43.18723778,2026-04-26,FECHADO,2026-04-26 00:00:43.328304,2026-04-26 00:04:43.465268,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203315,-22.81508361,-43.18704539,2026-04-26,FECHADO,2026-04-26 00:00:38.857112,2026-04-26 00:04:38.889092,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208727,-22.81546786,-43.18748546,2026-04-26,FECHADO,2026-04-26 00:00:25.15187,2026-04-26 00:04:24.947271,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203745,-22.81484965,-43.18738552,2026-04-26,FECHADO,2026-04-26 00:00:40.029629,2026-04-26 00:04:39.745226,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203685,-22.81498738,-43.18706252,2026-04-26,FECHADO,2026-04-26 00:00:58.645152,2026-04-26 00:04:58.81147,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202941,-22.81553164,-43.18741666,2026-04-26,FECHADO,2026-04-26 00:00:48.147319,2026-04-26 00:04:48.541101,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206615,-22.81458087,-43.18771095,2026-04-26,FECHADO,2026-04-26 00:00:44.346173,2026-04-26 00:04:44.552279,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00209674,-22.81485451,-43.1871643,2026-04-26,FECHADO,2026-04-26 00:00:44.319093,2026-04-26 00:04:43.939634,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210251,-22.81472516,-43.18781138,2026-04-26,FECHADO,2026-04-26 00:00:56.032535,2026-04-26 00:04:56.503437,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207938,-22.81478573,-43.18799877,2026-04-26,FECHADO,2026-04-26 00:00:52.914657,2026-04-26 00:04:52.85868,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203588,-22.81491144,-43.18760555,2026-04-26,FECHADO,2026-04-26 00:00:52.894939,2026-04-26 00:04:53.141754,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204646,-22.81542792,-43.18699337,2026-04-26,FECHADO,2026-04-26 00:00:09.819498,2026-04-26 00:04:09.431602,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00209644,-22.81536731,-43.18643215,2026-04-26,FECHADO,2026-04-26 00:00:50.261453,2026-04-26 00:04:50.570377,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205413,-22.81487317,-43.18749853,2026-04-26,FECHADO,2026-04-26 00:00:20.434109,2026-04-26 00:04:19.740741,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210448,-22.81498988,-43.18723529,2026-04-26,FECHADO,2026-04-26 00:00:05.444349,2026-04-26 00:04:04.975488,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200830,-22.81512448,-43.18705173,2026-04-26,FECHADO,2026-04-26 00:00:37.29463,2026-04-26 00:04:37.045354,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207594,-22.81460326,-43.18773278,2026-04-26,FECHADO,2026-04-26 00:00:38.330309,2026-04-26 00:04:37.963607,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204571,-22.81466549,-43.18763826,2026-04-26,FECHADO,2026-04-26 00:00:05.199413,2026-04-26 00:04:05.058165,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205570,-22.81457465,-43.18775857,2026-04-26,FECHADO,2026-04-26 00:00:19.312153,2026-04-26 00:04:18.414393,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205602,-22.81541507,-43.18733693,2026-04-26,FECHADO,2026-04-26 00:00:14.27843,2026-04-26 00:04:13.853751,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204689,-22.81474926,-43.18765754,2026-04-26,FECHADO,2026-04-26 00:00:02.888432,2026-04-26 00:04:03.088706,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201886,-22.81467145,-43.18782668,2026-04-26,FECHADO,2026-04-26 00:00:02.613652,2026-04-26 00:04:02.584603,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207815,-22.81556843,-43.18727328,2026-04-26,FECHADO,2026-04-26 00:00:32.353437,2026-04-26 00:04:32.409923,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202292,-22.81517507,-43.18753122,2026-04-26,FECHADO,2026-04-26 00:00:14.944658,2026-04-26 00:04:14.589743,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203686,-22.81516989,-43.18732851,2026-04-26,FECHADO,2026-04-26 00:00:13.157034,2026-04-26 00:04:12.895408,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210144,-22.81505306,-43.18733371,2026-04-26,FECHADO,2026-04-26 00:00:11.15998,2026-04-26 00:04:11.055021,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208291,-22.81463868,-43.18779036,2026-04-26,FECHADO,2026-04-26 00:00:34.12192,2026-04-26 00:04:33.477662,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205891,-22.81539723,-43.18733185,2026-04-26,FECHADO,2026-04-26 00:00:57.149587,2026-04-26 00:04:57.576781,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208032,-22.81526574,-43.18733265,2026-04-26,FECHADO,2026-04-26 00:00:58.895995,2026-04-26 00:04:59.105662,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203361,-22.81524283,-43.18691097,2026-04-26,FECHADO,2026-04-26 00:00:08.16689,2026-04-26 00:04:07.903805,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204840,-22.81452844,-43.18750417,2026-04-26,FECHADO,2026-04-26 00:00:23.0674,2026-04-26 00:04:22.97911,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208722,-22.81475345,-43.18791624,2026-04-26,FECHADO,2026-04-26 00:00:53.485114,2026-04-26 00:04:53.900296,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203389,-22.81527381,-43.18725129,2026-04-26,FECHADO,2026-04-26 00:00:21.502122,2026-04-26 00:04:21.436045,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210446,-22.81452344,-43.1875146,2026-04-26,FECHADO,2026-04-26 00:00:06.301065,2026-04-26 00:04:05.921898,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202928,-22.81467067,-43.18777744,2026-04-26,FECHADO,2026-04-26 00:00:25.755067,2026-04-26 00:04:25.66698,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210146,-22.8150408,-43.18713699,2026-04-26,FECHADO,2026-04-26 00:00:10.156825,2026-04-26 00:04:09.596813,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203388,-22.81485072,-43.18805581,2026-04-26,FECHADO,2026-04-26 00:00:54.345996,2026-04-26 00:04:54.538451,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201511,-22.81508151,-43.18727728,2026-04-26,FECHADO,2026-04-26 00:00:42.882996,2026-04-26 00:04:43.37323,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200831,-22.81536533,-43.18736667,2026-04-26,FECHADO,2026-04-26 00:00:42.611599,2026-04-26 00:04:42.58788,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201837,-22.81496805,-43.18719509,2026-04-26,FECHADO,2026-04-26 00:00:02.436862,2026-04-26 00:04:01.951097,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207018,-22.8151615,-43.18708683,2026-04-26,FECHADO,2026-04-26 00:00:34.499739,2026-04-26 00:04:34.40551,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203441,-22.81537792,-43.18748096,2026-04-26,FECHADO,2026-04-26 00:00:53.295841,2026-04-26 00:04:53.540337,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203590,-22.815087,-43.1869885,2026-04-26,FECHADO,2026-04-26 00:00:27.473042,2026-04-26 00:04:27.450752,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206184,-22.81455928,-43.18683354,2026-04-26,FECHADO,2026-04-26 00:00:17.999956,2026-04-26 00:04:17.500342,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203607,-22.8155314,-43.18755202,2026-04-26,FECHADO,2026-04-26 00:00:22.154232,2026-04-26 00:04:21.963139,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204735,-22.81521313,-43.18732211,2026-04-26,FECHADO,2026-04-26 00:00:42.188873,2026-04-26 00:04:42.045782,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204811,-22.81566977,-43.18744746,2026-04-26,FECHADO,2026-04-26 00:00:58.20603,2026-04-26 00:04:58.315106,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205015,-22.81482477,-43.18720818,2026-04-26,FECHADO,2026-04-26 00:00:04.874616,2026-04-26 00:04:04.728829,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205569,-22.81478182,-43.18804418,2026-04-26,FECHADO,2026-04-26 00:00:13.889091,2026-04-26 00:04:13.172782,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207813,-22.81529076,-43.18755099,2026-04-26,FECHADO,2026-04-26 00:00:27.130966,2026-04-26 00:04:26.733094,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206269,-22.81460082,-43.18779081,2026-04-26,FECHADO,2026-04-26 00:00:28.817772,2026-04-26 00:04:28.497691,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206274,-22.78911936,-43.16388989,2026-04-26,FECHADO,2026-04-26 00:00:55.113598,2026-04-26 00:04:55.228448,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205164,-22.81562466,-43.18732398,2026-04-26,FECHADO,2026-04-26 00:00:52.391547,2026-04-26 00:04:52.377237,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205915,-22.81555024,-43.18750436,2026-04-26,FECHADO,2026-04-26 00:00:53.426222,2026-04-26 00:04:53.39783,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206270,-22.81481565,-43.18773627,2026-04-26,FECHADO,2026-04-26 00:00:01.513926,2026-04-26 00:04:00.676269,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203066,-22.81506405,-43.18742975,2026-04-26,FECHADO,2026-04-26 00:00:21.024965,2026-04-26 00:04:20.90403,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208290,-22.81475245,-43.18786772,2026-04-26,FECHADO,2026-04-26 00:00:26.25639,2026-04-26 00:04:25.705713,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202201,-22.81442748,-43.18760752,2026-04-26,FECHADO,2026-04-26 00:00:40.403067,2026-04-26 00:04:40.148714,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205917,-22.8149337,-43.18723515,2026-04-26,FECHADO,2026-04-26 00:00:52.574445,2026-04-26 00:04:53.085615,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205914,-22.8145551,-43.18743555,2026-04-26,FECHADO,2026-04-26 00:00:48.034307,2026-04-26 00:04:48.310712,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207811,-22.81480161,-43.18728121,2026-04-26,FECHADO,2026-04-26 00:00:49.229445,2026-04-26 00:04:49.383858,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208016,-22.81489595,-43.18714744,2026-04-26,FECHADO,2026-04-26 00:00:17.827271,2026-04-26 00:04:17.522952,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207023,-22.81470427,-43.18761773,2026-04-26,FECHADO,2026-04-26 00:00:47.686443,2026-04-26 00:04:47.728729,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202933,-22.81473954,-43.18763532,2026-04-26,FECHADO,2026-04-26 00:00:57.150778,2026-04-26 00:04:57.386683,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204837,-22.81459156,-43.18698999,2026-04-26,FECHADO,2026-04-26 00:00:04.772596,2026-04-26 00:04:04.319788,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202047,-22.81493037,-43.18726481,2026-04-26,FECHADO,2026-04-26 00:00:36.834785,2026-04-26 00:04:36.662533,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200913,-22.81501437,-43.1871305,2026-04-26,FECHADO,2026-04-26 00:00:59.78757,2026-04-26 00:04:59.625745,5,4,5,5,1.0,0.8
TRANSPORTES PARANAPUAN S.A.,B35T020D00204566,-22.81489982,-43.1876618,2026-04-26,FECHADO,2026-04-26 00:00:38.583349,2026-04-26 00:04:38.17772,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206272,-22.81561368,-43.18750374,2026-04-26,FECHADO,2026-04-26 00:00:53.461075,2026-04-26 00:04:53.122988,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00209139,-22.81520368,-43.18748755,2026-04-26,FECHADO,2026-04-26 00:00:20.399086,2026-04-26 00:04:20.155619,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206267,-22.81464882,-43.18760213,2026-04-26,FECHADO,2026-04-26 00:00:02.287066,2026-04-26 00:04:02.418513,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200914,-22.78924065,-43.16168692,2026-04-26,FECHADO,2026-04-26 00:00:04.241367,2026-04-26 00:04:04.205908,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205568,-22.8151633,-43.18719802,2026-04-26,FECHADO,2026-04-26 00:00:44.370964,2026-04-26 00:04:44.455522,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205010,-22.8146902,-43.18759774,2026-04-26,FECHADO,2026-04-26 00:00:34.128224,2026-04-26 00:04:33.709559,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203510,-22.81546127,-43.187562,2026-04-26,FECHADO,2026-04-26 00:00:24.654685,2026-04-26 00:04:24.277874,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202463,-22.81456443,-43.18755618,2026-04-26,FECHADO,2026-04-26 00:00:35.046029,2026-04-26 00:04:34.953662,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205598,-22.81511875,-43.18767723,2026-04-26,FECHADO,2026-04-26 00:00:37.250094,2026-04-26 00:04:36.773104,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203724,-22.81438928,-43.18757165,2026-04-26,FECHADO,2026-04-26 00:00:15.007799,2026-04-26 00:04:14.600171,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205292,-22.81514492,-43.18732684,2026-04-26,FECHADO,2026-04-26 00:00:01.525243,2026-04-26 00:04:00.865307,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208723,-22.81489578,-43.187827,2026-04-26,FECHADO,2026-04-26 00:00:31.410783,2026-04-26 00:04:31.210746,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204724,-22.81477324,-43.18803893,2026-04-26,FECHADO,2026-04-26 00:00:05.299686,2026-04-26 00:04:05.199369,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204647,-22.81532918,-43.1873769,2026-04-26,FECHADO,2026-04-26 00:00:14.073672,2026-04-26 00:04:13.777164,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203106,-22.78917738,-43.16191296,2026-04-26,FECHADO,2026-04-26 00:00:44.795772,2026-04-26 00:04:45.102071,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203608,-22.81548852,-43.18749671,2026-04-26,FECHADO,2026-04-26 00:00:00.597642,2026-04-26 00:03:59.982764,4,4,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207248,-22.81455877,-43.18759083,2026-04-26,FECHADO,2026-04-26 00:00:02.532774,2026-04-26 00:04:02.737684,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205165,-22.81495713,-43.18713032,2026-04-26,FECHADO,2026-04-26 00:00:16.273965,2026-04-26 00:04:16.688915,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203725,-22.8154003,-43.18728231,2026-04-26,FECHADO,2026-04-26 00:00:05.533759,2026-04-26 00:04:05.542074,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205312,-22.81568142,-43.18741776,2026-04-26,FECHADO,2026-04-26 00:00:20.621514,2026-04-26 00:04:20.390109,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203609,-22.81502875,-43.18700877,2026-04-26,FECHADO,2026-04-26 00:00:18.422501,2026-04-26 00:04:18.218668,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200786,-22.81521711,-43.18754626,2026-04-26,FECHADO,2026-04-26 00:00:47.581341,2026-04-26 00:04:47.814181,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201838,-22.81556256,-43.18721568,2026-04-26,FECHADO,2026-04-26 00:00:27.660413,2026-04-26 00:04:28.261558,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203606,-22.78916866,-43.16184535,2026-04-26,FECHADO,2026-04-26 00:00:01.858505,2026-04-26 00:04:01.671315,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00200956,-22.80482501,-43.18196139,2026-04-26,FECHADO,2026-04-26 00:00:21.217026,2026-04-26 00:04:20.920365,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204645,-22.81446094,-43.1875037,2026-04-26,FECHADO,2026-04-26 00:00:07.585733,2026-04-26 00:04:07.24188,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206271,-22.81464604,-43.18776754,2026-04-26,FECHADO,2026-04-26 00:00:59.586383,2026-04-26 00:04:59.785439,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205502,-22.80617768,-43.18236025,2026-04-26,FECHADO,2026-04-26 00:00:34.995707,2026-04-26 00:04:34.969626,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206325,-22.78874626,-43.16147678,2026-04-26,FECHADO,2026-04-26 00:00:47.193242,2026-04-26 00:04:47.350746,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204806,-22.81515814,-43.18693064,2026-04-26,FECHADO,2026-04-26 00:00:02.627823,2026-04-26 00:04:02.394513,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207812,-22.81460227,-43.1875873,2026-04-26,FECHADO,2026-04-26 00:00:30.617952,2026-04-26 00:04:30.363882,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203128,-22.81473023,-43.18778144,2026-04-26,FECHADO,2026-04-26 00:00:02.510412,2026-04-26 00:04:02.174122,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00201507,-22.81514679,-43.18742134,2026-04-26,FECHADO,2026-04-26 00:00:38.160511,2026-04-26 00:04:37.933821,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203363,-22.81513222,-43.18689886,2026-04-26,FECHADO,2026-04-26 00:00:29.877563,2026-04-26 00:04:29.516432,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210706,-22.81471974,-43.18798057,2026-04-26,FECHADO,2026-04-26 00:00:37.263766,2026-04-26 00:04:37.245338,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00206273,-22.81555513,-43.18744661,2026-04-26,FECHADO,2026-04-26 00:00:11.772587,2026-04-26 00:04:11.567936,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00207249,-22.81521827,-43.18741752,2026-04-26,FECHADO,2026-04-26 00:00:00.890099,2026-04-26 00:04:00.252456,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00204568,-22.81557027,-43.18688843,2026-04-26,FECHADO,2026-04-26 00:00:28.600705,2026-04-26 00:04:28.625195,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00208292,-22.81532908,-43.18761266,2026-04-26,FECHADO,2026-04-26 00:00:45.695281,2026-04-26 00:04:45.559382,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00202243,-22.81441839,-43.18753163,2026-04-26,FECHADO,2026-04-26 00:00:32.429474,2026-04-26 00:04:32.210836,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00210555,-22.81543208,-43.18683855,2026-04-26,FECHADO,2026-04-26 00:00:38.587657,2026-04-26 00:04:38.523988,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00205571,-22.81562491,-43.1873072,2026-04-26,FECHADO,2026-04-26 00:00:55.784626,2026-04-26 00:04:55.843114,5,5,5,5,1.0,1.0
TRANSPORTES PARANAPUAN S.A.,B35T020D00203313,-22.81452908,-43.18756501,2026-04-26,FECHADO,2026-04-26 00:00:52.037496,2026-04-26 00:04:52.356781,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00204867,-22.88987252,-43.292354,2026-04-26,FECHADO,2026-04-26 00:00:05.150242,2026-04-26 00:04:04.91832,5,5,5,5,1.0,1.0
TRANSURB S/A,B4CT020D00400078,-22.88890286,-43.2924796,2026-04-26,FECHADO,2026-04-26 00:00:35.555374,2026-04-26 00:04:35.393499,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00207577,-22.88977257,-43.29215222,2026-04-26,FECHADO,2026-04-26 00:00:37.817331,2026-04-26 00:04:37.775775,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00204298,-22.88892123,-43.29240629,2026-04-26,FECHADO,2026-04-26 00:00:25.868208,2026-04-26 00:04:25.527004,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00209895,-22.88909577,-43.2930557,2026-04-26,FECHADO,2026-04-26 00:00:08.618518,2026-04-26 00:04:08.584233,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00209487,-22.8889739,-43.29232792,2026-04-26,FECHADO,2026-04-26 00:00:37.669042,2026-04-26 00:04:37.845956,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00204356,-22.889195,-43.29228373,2026-04-26,FECHADO,2026-04-26 00:00:31.350417,2026-04-26 00:04:31.293462,5,5,5,5,1.0,1.0
TRANSURB S/A,B35T020D00207244,-22.88896107,-43.29231707,2026-04-26,FECHADO,2026-04-26 00:00:09.9096,2026-04-26 00:04:09.652367,5,5,5,5,1.0,1.0
